"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Brazil","BRA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37976984440205E-05","0.000121639571150384","0.00124198465438657","0.0244578465677273","0.518651900394071","0.837503155889496","0.941866084363567","0.984101205462858","1.00002087475389","1.02615383885615","1.06255654480532","1.10403724553754","1.17863665742139","1.32206007605332","1.37253287270899","1.41868706834656","1.43184818629102","1.44282657102356","1.46838602063992","1.54565676522762","1.59734110048442","1.65122139453888","1.66265547275543","1.79167664051056","1.90075707435608","2.08295822143555","2.24902319908142","2.32737708091736","2.35514557406133","2.39957721799485","",
"Barbados","BRB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92446612377315","1.96180823231371","2.02017137917868","1.98410090926163","1.93517418563809","1.91773299440429","1.90757801606165","2.00772810114489","1.95195255661059","1.93995743820323","1.92229791735234","1.91765536202988","1.89007994921737","1.87805490147557","1.85459112395272","1.90283253874127","1.97807357330808","2.00079741030473","2.08305370633707","2.16666078807973","2.25585484774855","2.39308571815491","2.36778259277344","2.42831134796143","2.44711256027222","2.35353326797485","2.30098748207092","2.37052273750305","2.39901343472591","2.45292773070195","",
"Brunei Darussalam","BRN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11632934915123","1.08810957053097","1.06963491943444","1.08314195947769","1.08161212563419","1.11487122559101","1.10474329529415","1.09798417457283","1.07642872153809","1.04900233041572","1.03054727559199","1.0081948950422","0.969479214284858","0.950803509257517","0.933551788540359","0.914154311939266","0.887001754915885","0.87074638580808","0.856037151062046","0.867989383564981","0.857031284365645","0.831949889659882","0.777743220329285","0.782877564430237","0.769868552684784","0.760001063346863","0.726696968078613","0.696616053581238","0.686976749588878","0.672113839062984","",
"Bhutan","BTN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0025140931073","9.6974044167341","10.9164219268361","11.7917057079967","12.2957416384108","13.0959041222764","13.8412734774876","14.4060269363304","15.6862608229037","16.3907366176362","16.4912810136212","16.5849804950925","16.7314902304791","16.6163245198792","13.2525340665672","13.49847505803","13.7305212064766","14.038023345067","14.6447648676922","15.3379745540388","16.1523083390472","17.0435848236084","17.4075183868408","18.7254943847656","19.5885410308838","19.8067817687988","19.7291526794434","20.4737873077393","20.5300229633923","20.7142489431146","",
"Botswana","BWA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09970059291944","1.17914421208021","1.32951506400072","1.47646506908509","1.59065228554037","1.70990045600826","1.82870423665476","1.94275050616016","2.04049075084259","2.15153818231403","2.26027612098302","2.34233022293878","2.49097716046577","2.65952186454153","2.77008270090415","2.90986858734062","3.14466512990605","3.2739439223626","3.55338830622435","3.85232614199677","4.05353971900329","4.26192188262939","4.35090589523315","4.59498453140259","4.7213454246521","4.81489706039429","4.87647247314453","5.00866317749023","5.04755376679064","5.09518022039941","",
"Central African Republic","CAF","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.661407470703","261.819274902344","262.857513427734","300.147705078125","298.004364013672","295.587982177734","306.808258056641","","","",
"Canada","CAN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.296556","1.313174","1.29905","1.292725","1.280685","1.270854","1.262739","1.258056","1.264523","1.26584","1.269852","1.271899","1.287024","1.285584","1.273329","1.259993","1.287293","1.274714","1.301879","1.299922","1.295116","1.284584","1.284164","1.303071","1.311276","1.340276","1.300739","1.294592","1.248924","1.263162","",
"Central Europe and the Baltics","CEB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.958201","1.994794","2.017143","2.018642","1.974561","1.957387","1.922766","1.885573","1.882885","1.884763","1.888794","1.861046","1.810614","1.813412","1.784763","1.777742","1.72912","1.662775","1.614472","1.582188","1.581443","1.537326","1.506301","1.453364","1.432765","1.41316","1.381825","1.369706","1.287944","1.286799","",
"Channel Islands","CHI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203.783179153129","238.092994825336","266.741636254392","292.070957314689","317.221618","331.148153","336.976839","343.333396","352.394577","356.207775","362.55546","372.852282","380.325812","382.441373","380.213539","387.36","338.861635","343.576454","360.717454","367.230477","373.245538","370.198737","391.572364","390.161303","410.670742","447.266632","452.922569","461.870877","466.668248","443.72347","",
"China","CHN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4388097137589","2.42293987820818","2.50113806409206","2.78437121510176","3.37185651579042","3.83056905946325","4.0308574756968","4.0485338802706","3.95582587283143","3.81687181593655","3.70503344367255","3.62911260854726","3.54630290769451","3.50668598650999","3.54587261535727","3.49044026773111","3.43713276328122","3.50276885867765","3.57314041158672","3.55977848687843","3.61354935007183","3.69751739501953","3.66548347473145","3.83765435218811","3.94478559494019","4.02716684341431","4.103111743927","4.14664220809937","4.13175472955659","4.17586853155506","",
"Cote d'Ivoire","CIV","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.27870132522","163.183809312181","165.088509372243","163.826604940587","201.306216829461","223.804426162641","222.825122008768","226.48991679559","233.312716090344","229.920720269409","228.03894699906","231.443930600176","234.841414225881","237.199040027601","234.38240272389","235.500180435658","233.769158460196","231.585704001377","237.093109979362","240.364893492399","239.386815669885","243.460861206055","235.443862915039","243.982894897461","243.203826904297","246.230850219727","246.014038085938","247.134429931641","242.108940843064","235.167398207991","",
"Cameroon","CMR","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190.55091879817","182.918801818798","177.512888813619","166.894682639854","219.735985873221","233.125219387111","235.373911578977","241.005507604216","244.846493265536","244.088668818875","239.012973882121","242.717200065993","245.699952292194","241.743263189267","235.99007705522","232.842087885248","237.108961177267","232.656753292657","236.014679799758","244.065833165373","243.190176573584","242.678268432617","235.798065185547","241.137756347656","240.136764526367","243.046920776367","239.121658325195","236.911529541016","233.74719876943","235.217912357937","",
"Congo, Dem. Rep.","COD","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37218224590613E-09","7.29349495961371E-08","2.99386415654703E-06","6.06877980296516E-05","0.0141199095987665","0.0881635951629781","0.507443819857633","1.48020204868344","1.88244252408705","7.09028924270686","42.1059142745609","188.33776888932","243.839328786836","269.121799931203","272.574104138271","319.827295860272","350.273742114093","398.26673473576","449.900271470192","464.147739027584","489.081086216088","546.731811523438","558.836181640625","553.323608398438","529.224670410156","503.930908203125","488.539916992188","630.605529785156","","","",
"Congo, Rep.","COG","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.531534536412","183.495640863351","171.092155575152","174.369372912192","242.059605307223","257.629216176981","275.399782860147","","302.588653363799","308.376544227382","295.672259086047","287.706721483176","295.616142003674","287.227958774363","286.535687717466","285.709119122262","294.875806796209","294.308071566606","297.481464006572","311.723603425078","307.894476133086","303.724060058594","293.175720214844","301.327453613281","296.674835205078","294.581604003906","294.852508544922","285.969329833984","282.368830228216","283.461180836971","",
"Colombia","COL","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.510678055903","236.987862918719","292.196900711219","347.512373327588","416.060629101549","489.279023760557","574.203723320224","664.678363208396","776.790674120438","842.813231601194","890.472300003863","935.015168355085","978.88126483565","1025.4050898448","1057.60240909268","1074.56894766909","1085.67113964748","1114.09174944245","1147.98955177387","1200.48538775906","1207.93987231146","1210.9931640625","1189.50366210938","1220.91125488281","1249.01916503906","1305.77722167969","1398.663269","1462.42637","1440.94826","1429.492402","",
"Comoros","COM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208.950101817678","214.494451293921","218.605478624446","221.873734143494","225.758479131842","224.930007712743","225.253414775617","228.787063090155","224.075739360432","234.68511772566","238.644363555903","235.604125976563","222.832611083984","225.924362182617","223.673690795898","222.904800415039","218.713516235352","213.51823425293","","","",
"Cabo Verde","CPV","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.053366303257","39.9940734863522","40.0281733173085","41.1311130971447","41.4696852906757","43.7068751364204","44.9945060648598","47.7285193675196","49.0642092530004","50.1053405434401","47.2678351075941","47.5086161213209","47.6482164111826","47.144141619008","45.0467225626424","43.7510569023965","44.6593975776444","45.3360337254502","46.6175977389014","47.2476134983581","47.4515076268739","48.0573387145996","48.0856132507324","50.3654823303223","50.4027481079102","49.8604202270508","48.9576988220215","47.6121101379395","47.0606938958412","46.7349598096494","",
"Costa Rica","CRI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0651636414705","60.5848021368749","71.6164325915172","76.3671288987437","84.5003862332518","101.251647989622","115.594264110817","127.918351900727","140.648867690112","151.463162269734","162.57698788165","175.904948318915","189.031017615317","202.298770679973","221.287109957007","243.556593700216","263.009815312216","279.642926583565","305.457415701438","330.588449846492","343.672278879409","349.406890869141","346.227905273438","367.656860351563","379.903289794922","378.803009033203","360.159095","359.043335","361.893995","342.789033","",
"Caribbean small states","CSS","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.43421304661846","1.41980005055179","1.40310333526225","1.39437245076922","1.37674384790191","1.38638932445114","1.38489921151468","1.38682533500732","1.42738904058813","1.4575981174781","1.47393799721518","1.46215999126434","1.42017841339111","1.46651816368103","1.48658490180969","1.47984445095062","1.46627640724182","1.48293137550354","1.4849739630849","1.4967881215377","",
"Cayman Islands","CYM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16595968407016","1.15031373028889","1.12989151477814","1.08442902565002","1.14433515071869","1.16365468502045","1.14751029014587","1.1331182718277","1.14961755275726","","","",
"Cyprus","CYP","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.687527534417234","0.692806333695457","0.716216636516348","0.729452063110017","0.74431835344707","0.742945623228245","0.747181762254244","0.744101852718654","0.746768999298435","0.754023999391136","0.755061270897377","0.759789256441018","0.761130458076614","0.782952700046155","0.783693826657845","0.780570288384467","0.780891099999154","0.767608809915394","0.759404690218119","0.758309895897022","0.770236252380759","0.767283871893383","0.770791567223548","0.752136256851997","0.734729564233339","0.719273229070837","0.678098410295231","0.672279420567461","0.632099490795143","0.638876014310619","",
"Czech Republic","CZE","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.279478","8.948511","9.699157","11.014447","11.806823","12.675188","13.390934","14.301292","15.294252","15.353718","15.429998","15.168929","15.623549","15.373616","15.469208","15.429167","15.583178","15.418932","15.286191","14.893877","14.81484","14.594311","14.651922","14.199973","13.928455","14.18868","13.909124","13.883266","13.300632","13.552162","",
